Κωδικός_Φορέα,Ονομασία_Φορέα,Κωδικός_Υπηρεσίας,Ονομασία_Υπηρεσίας,Κωδικός_Δαπάνης,Ονομασία_Δαπάνης,2025
1024,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΩΝ,1024-801-0434500,Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Ροδόπης,24,Αγορές αγαθών και υπηρεσιών,48000
1024,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΩΝ,1024-801-0434500,Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Ροδόπης,31,Πάγια περιουσιακά στοιχεία,2000
1024,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΩΝ,1024-801-0434600,Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Σάμου,24,Αγορές αγαθών και υπηρεσιών,13000
1024,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΩΝ,1024-801-0434600,Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Σάμου,31,Πάγια περιουσιακά στοιχεία,1000
1024,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΩΝ,1024-801-0434700,Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Σερρών,24,Αγορές αγαθών και υπηρεσιών,94000
1024,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΩΝ,1024-801-0434700,Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Σερρών,31,Πάγια περιουσιακά στοιχεία,2000
1024,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΩΝ,1024-801-0434800,Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Τρικάλων,24,Αγορές αγαθών και υπηρεσιών,32000
1024,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΩΝ,1024-801-0434900,Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Φθιώτιδας,24,Αγορές αγαθών και υπηρεσιών,5000
1024,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΩΝ,1024-801-0434900,Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Φθιώτιδας,31,Πάγια περιουσιακά στοιχεία,2000
1024,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΩΝ,1024-801-0435000,Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Φλώρινας,24,Αγορές αγαθών και υπηρεσιών,35000
1024,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΩΝ,1024-801-0435100,Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Φωκίδας,24,Αγορές αγαθών και υπηρεσιών,2000
1024,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΩΝ,1024-801-0435200,Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Χαλκιδικής,24,Αγορές αγαθών και υπηρεσιών,29000
1024,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΩΝ,1024-801-0435200,Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Χαλκιδικής,31,Πάγια περιουσιακά στοιχεία,6000
1024,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΩΝ,1024-801-0435300,Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Χανίων,24,Αγορές αγαθών και υπηρεσιών,40000
1024,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΩΝ,1024-801-0435400,Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Χίου,24,Αγορές αγαθών και υπηρεσιών,10000
1024,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΩΝ,1024-801-0435400,Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Χίου,31,Πάγια περιουσιακά στοιχεία,1000
1024,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΩΝ,1024-802-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής «Αρχή Καταπολέμησης της Νομιμοποίησης Εσόδων από Εγκληματικές Δραστηριότητες» που καλύπτονται από τον προϋπολογισμό του Υπουργείου Εθνικής Οικονομίας και Οικονομικών",21,Παροχές σε εργαζομένους,1170000
1024,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΩΝ,1024-802-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής «Αρχή Καταπολέμησης της Νομιμοποίησης Εσόδων από Εγκληματικές Δραστηριότητες» που καλύπτονται από τον προϋπολογισμό του Υπουργείου Εθνικής Οικονομίας και Οικονομικών",24,Αγορές αγαθών και υπηρεσιών,429000
1024,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΩΝ,1024-802-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής «Αρχή Καταπολέμησης της Νομιμοποίησης Εσόδων από Εγκληματικές Δραστηριότητες» που καλύπτονται από τον προϋπολογισμό του Υπουργείου Εθνικής Οικονομίας και Οικονομικών",31,Πάγια περιουσιακά στοιχεία,164000
1024,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΩΝ,1024-803-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής «Εθνικό Συμβούλιο Ραδιοτηλεόρασης» που καλύπτονται από τον προϋπολογισμό του Υπουργείου Εθνικής Οικονομίας και Οικονομικών",21,Παροχές σε εργαζομένους,1550000
1024,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΩΝ,1024-803-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής «Εθνικό Συμβούλιο Ραδιοτηλεόρασης» που καλύπτονται από τον προϋπολογισμό του Υπουργείου Εθνικής Οικονομίας και Οικονομικών",23,Μεταβιβάσεις,28000
1024,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΩΝ,1024-803-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής «Εθνικό Συμβούλιο Ραδιοτηλεόρασης» που καλύπτονται από τον προϋπολογισμό του Υπουργείου Εθνικής Οικονομίας και Οικονομικών",24,Αγορές αγαθών και υπηρεσιών,413000
1024,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΩΝ,1024-803-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής «Εθνικό Συμβούλιο Ραδιοτηλεόρασης» που καλύπτονται από τον προϋπολογισμό του Υπουργείου Εθνικής Οικονομίας και Οικονομικών",29,Πιστώσεις υπό κατανομή,300000
1024,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΩΝ,1024-803-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής «Εθνικό Συμβούλιο Ραδιοτηλεόρασης» που καλύπτονται από τον προϋπολογισμό του Υπουργείου Εθνικής Οικονομίας και Οικονομικών",31,Πάγια περιουσιακά στοιχεία,17000
1024,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΩΝ,1024-804-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Πιστοληπτικής Αξιολόγησης» που καλύπτονται από τον προϋπολογισμό του Υπουργείου Εθνικής Οικονομίας και Οικονομικών",21,Παροχές σε εργαζομένους,1236000
1024,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΩΝ,1024-804-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Πιστοληπτικής Αξιολόγησης» που καλύπτονται από τον προϋπολογισμό του Υπουργείου Εθνικής Οικονομίας και Οικονομικών",24,Αγορές αγαθών και υπηρεσιών,316000
1024,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΩΝ,1024-804-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Πιστοληπτικής Αξιολόγησης» που καλύπτονται από τον προϋπολογισμό του Υπουργείου Εθνικής Οικονομίας και Οικονομικών",31,Πάγια περιουσιακά στοιχεία,186000
1029,ΥΠΟΥΡΓΕΙΟ ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΤΡΟΦΙΜΩΝ,1029-101-0000000,"Γραφεία Υπουργού, Αναπληρωτών Υπουργών, Υφυπουργών, Γενικών και Ειδικών Γραμματέων, Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Αγροτικής Ανάπτυξης και Τροφίμων",21,Παροχές σε εργαζομένους,2040000
1029,ΥΠΟΥΡΓΕΙΟ ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΤΡΟΦΙΜΩΝ,1029-101-0000000,"Γραφεία Υπουργού, Αναπληρωτών Υπουργών, Υφυπουργών, Γενικών και Ειδικών Γραμματέων, Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Αγροτικής Ανάπτυξης και Τροφίμων",24,Αγορές αγαθών και υπηρεσιών,1600000
1029,ΥΠΟΥΡΓΕΙΟ ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΤΡΟΦΙΜΩΝ,1029-101-0000000,"Γραφεία Υπουργού, Αναπληρωτών Υπουργών, Υφυπουργών, Γενικών και Ειδικών Γραμματέων, Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Αγροτικής Ανάπτυξης και Τροφίμων",31,Πάγια περιουσιακά στοιχεία,45000
1029,ΥΠΟΥΡΓΕΙΟ ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΤΡΟΦΙΜΩΝ,1029-203-0000000,Γενική Γραμματεία Αγροτικής Ανάπτυξης και Τροφίμων,21,Παροχές σε εργαζομένους,26840000
1029,ΥΠΟΥΡΓΕΙΟ ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΤΡΟΦΙΜΩΝ,1029-203-0000000,Γενική Γραμματεία Αγροτικής Ανάπτυξης και Τροφίμων,23,Μεταβιβάσεις,15000
1029,ΥΠΟΥΡΓΕΙΟ ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΤΡΟΦΙΜΩΝ,1029-203-0000000,Γενική Γραμματεία Αγροτικής Ανάπτυξης και Τροφίμων,24,Αγορές αγαθών και υπηρεσιών,4382000
1029,ΥΠΟΥΡΓΕΙΟ ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΤΡΟΦΙΜΩΝ,1029-203-0000000,Γενική Γραμματεία Αγροτικής Ανάπτυξης και Τροφίμων,31,Πάγια περιουσιακά στοιχεία,1083000
1029,ΥΠΟΥΡΓΕΙΟ ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΤΡΟΦΙΜΩΝ,1029-206-0000000,Γενική Γραμματεία Κοινής Αγροτικής Πολιτικής,21,Παροχές σε εργαζομένους,6386000
1029,ΥΠΟΥΡΓΕΙΟ ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΤΡΟΦΙΜΩΝ,1029-206-0000000,Γενική Γραμματεία Κοινής Αγροτικής Πολιτικής,23,Μεταβιβάσεις,58200000
1029,ΥΠΟΥΡΓΕΙΟ ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΤΡΟΦΙΜΩΝ,1029-206-0000000,Γενική Γραμματεία Κοινής Αγροτικής Πολιτικής,24,Αγορές αγαθών και υπηρεσιών,2093000
1029,ΥΠΟΥΡΓΕΙΟ ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΤΡΟΦΙΜΩΝ,1029-206-0000000,Γενική Γραμματεία Κοινής Αγροτικής Πολιτικής,31,Πάγια περιουσιακά στοιχεία,276000
1029,ΥΠΟΥΡΓΕΙΟ ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΤΡΟΦΙΜΩΝ,1029-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Αγροτικής Ανάπτυξης και Τροφίμων, οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",21,Παροχές σε εργαζομένους,6140000
1029,ΥΠΟΥΡΓΕΙΟ ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΤΡΟΦΙΜΩΝ,1029-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Αγροτικής Ανάπτυξης και Τροφίμων, οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",23,Μεταβιβάσεις,104599000
1029,ΥΠΟΥΡΓΕΙΟ ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΤΡΟΦΙΜΩΝ,1029-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Αγροτικής Ανάπτυξης και Τροφίμων, οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",24,Αγορές αγαθών και υπηρεσιών,3970000
1029,ΥΠΟΥΡΓΕΙΟ ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΤΡΟΦΙΜΩΝ,1029-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Αγροτικής Ανάπτυξης και Τροφίμων, οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",29,Πιστώσεις υπό κατανομή,4468000
1029,ΥΠΟΥΡΓΕΙΟ ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΤΡΟΦΙΜΩΝ,1029-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Αγροτικής Ανάπτυξης και Τροφίμων, οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",31,Πάγια περιουσιακά στοιχεία,266000
1031,ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,1031-101-0000000,"Γραφεία Υπουργού, Αναπληρωτών Υπουργών, Υφυπουργών, Γενικών και Ειδικών Γραμματέων, Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Περιβάλλοντος και Ενέργειας",21,Παροχές σε εργαζομένους,2256000
1031,ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,1031-101-0000000,"Γραφεία Υπουργού, Αναπληρωτών Υπουργών, Υφυπουργών, Γενικών και Ειδικών Γραμματέων, Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Περιβάλλοντος και Ενέργειας",24,Αγορές αγαθών και υπηρεσιών,1725000
1031,ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,1031-101-0000000,"Γραφεία Υπουργού, Αναπληρωτών Υπουργών, Υφυπουργών, Γενικών και Ειδικών Γραμματέων, Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Περιβάλλοντος και Ενέργειας",31,Πάγια περιουσιακά στοιχεία,15000
1031,ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,1031-203-0000000,Γενική Γραμματεία Χωρικού Σχεδιασμού και Αστικού Περιβάλλοντος,21,Παροχές σε εργαζομένους,4660000
1031,ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,1031-203-0000000,Γενική Γραμματεία Χωρικού Σχεδιασμού και Αστικού Περιβάλλοντος,24,Αγορές αγαθών και υπηρεσιών,978000
1031,ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,1031-203-0000000,Γενική Γραμματεία Χωρικού Σχεδιασμού και Αστικού Περιβάλλοντος,31,Πάγια περιουσιακά στοιχεία,15000
1031,ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,1031-204-0000000,Γενική Γραμματεία Ενέργειας και Ορυκτών Πρώτων Υλών,21,Παροχές σε εργαζομένους,2608000
1031,ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,1031-204-0000000,Γενική Γραμματεία Ενέργειας και Ορυκτών Πρώτων Υλών,22,Κοινωνικές παροχές,2733000
1031,ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,1031-204-0000000,Γενική Γραμματεία Ενέργειας και Ορυκτών Πρώτων Υλών,23,Μεταβιβάσεις,146600000
1031,ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,1031-204-0000000,Γενική Γραμματεία Ενέργειας και Ορυκτών Πρώτων Υλών,24,Αγορές αγαθών και υπηρεσιών,997000
1031,ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,1031-204-0000000,Γενική Γραμματεία Ενέργειας και Ορυκτών Πρώτων Υλών,29,Πιστώσεις υπό κατανομή,400000
1031,ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,1031-204-0000000,Γενική Γραμματεία Ενέργειας και Ορυκτών Πρώτων Υλών,31,Πάγια περιουσιακά στοιχεία,15000
1031,ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,1031-207-0000000,Γενική Γραμματεία Φυσικού Περιβάλλοντος και Υδάτων,21,Παροχές σε εργαζομένους,3934000
1031,ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,1031-207-0000000,Γενική Γραμματεία Φυσικού Περιβάλλοντος και Υδάτων,23,Μεταβιβάσεις,40995000
1031,ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,1031-207-0000000,Γενική Γραμματεία Φυσικού Περιβάλλοντος και Υδάτων,24,Αγορές αγαθών και υπηρεσιών,995000
1031,ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,1031-207-0000000,Γενική Γραμματεία Φυσικού Περιβάλλοντος και Υδάτων,31,Πάγια περιουσιακά στοιχεία,15000
1031,ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,1031-208-0000000,Γενική Γραμματεία Συντονισμού Διαχείρισης Αποβλήτων,21,Παροχές σε εργαζομένους,368000
1031,ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,1031-208-0000000,Γενική Γραμματεία Συντονισμού Διαχείρισης Αποβλήτων,24,Αγορές αγαθών και υπηρεσιών,363000
1031,ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,1031-208-0000000,Γενική Γραμματεία Συντονισμού Διαχείρισης Αποβλήτων,31,Πάγια περιουσιακά στοιχεία,15000
1031,ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,1031-209-0000000,Γενική Γραμματεία Δασών,21,Παροχές σε εργαζομένους,77594000
1031,ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,1031-209-0000000,Γενική Γραμματεία Δασών,23,Μεταβιβάσεις,2345000
1031,ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,1031-209-0000000,Γενική Γραμματεία Δασών,24,Αγορές αγαθών και υπηρεσιών,12259000
1031,ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,1031-209-0000000,Γενική Γραμματεία Δασών,29,Πιστώσεις υπό κατανομή,6280000
1031,ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,1031-209-0000000,Γενική Γραμματεία Δασών,31,Πάγια περιουσιακά στοιχεία,157000
1031,ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,1031-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Περιβάλλοντος και Ενέργειας, οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",21,Παροχές σε εργαζομένους,8259000
1031,ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,1031-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Περιβάλλοντος και Ενέργειας, οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",24,Αγορές αγαθών και υπηρεσιών,2611000
